"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MICALL1",1923.69072680745,-0.3787676518637,0.0914231906048738,-4.14301502012453,3.42769486486368e-05,0.000260409064063023
"IREB2",4395.46133691959,0.35583960397924,0.0858944513637414,4.14275425629472,3.43159592149451e-05,0.000260559871225035
"RIOK2",1063.66968469491,0.526213621839177,0.127041391635857,4.14206437022888,3.44193704124697e-05,0.000260989766251589
"ARPC1A",1951.05931445707,-0.379024802709032,0.0915042580149823,-4.14215481258777,3.44057966224666e-05,0.000260989766251589
"SRC",3724.84852884381,-0.317117333900606,0.0765615412656558,-4.14199255472485,3.44301522652659e-05,0.000260989766251589
"IFITM3",22685.1033264493,-0.383611530331922,0.092618418073004,-4.14184930290594,3.44516686236917e-05,0.000261007376943501
"ENAH",7970.05277453054,0.325448763883959,0.0786037974349906,4.14036947964406,3.46746860351176e-05,0.000262550698993076
"PDE4B",3737.49962621761,0.363793934972737,0.0879051986980602,4.13848032153717,3.4961385250043e-05,0.000264574222601744
"RFK",2631.68773277793,0.3512716193507,0.084883888545799,4.13826022073873,3.49949338564425e-05,0.000264680815079956
"TRAK2",1959.6053470211,0.487651370709144,0.117847578849021,4.13798378780351,3.50371121348642e-05,0.000264809865143239
"MYO1C",19405.2713367014,-0.271826820623944,0.0656933136184986,-4.13781564136841,3.50627916130461e-05,0.000264809865143239
"REX1BD",2712.26586741099,-0.375961245615096,0.0908609303525656,-4.1377657498802,3.50704145248161e-05,0.000264809865143239
"SHPK",401.216791448823,-0.64663226268393,0.156306191079494,-4.13695873604307,3.51939368627263e-05,0.000265595087345291
"BCORL1",3660.84874330982,-0.296460439699519,0.0716658199655965,-4.13670617097294,3.52326795302984e-05,0.000265739993861635
"MELK",4262.55187884413,0.302667675967157,0.0731749414110004,4.13622027064114,3.53073290149597e-05,0.00026615541423195
"TNFAIP2",3452.17155594196,-0.304242917415122,0.0735713176932207,-4.13534685736853,3.54418903922262e-05,0.000267021754816556
"RPL13",199348.598889096,-0.286234444997479,0.0692411849671737,-4.13387559922869,3.56696597582695e-05,0.000268528708150418
"ZNF397",1444.05149648328,0.472970604203544,0.114415454166357,4.13379999799553,3.56814012521365e-05,0.000268528708150418
"ZMYM1",1414.03688712062,0.434268838958253,0.105062945049531,4.13341581804622,3.57411242946362e-05,0.000268680790095499
"UBQLN4",6041.03595340039,-0.31135867840468,0.0753265983757092,-4.13344934085176,3.57359091988678e-05,0.000268680790095499
"MAST2",6068.83855415835,-0.316723468449506,0.0766370118872041,-4.13277423858418,3.58410732881636e-05,0.000269283290412009
"TRIP4",1390.22949083095,0.392839663644269,0.0950656034866792,4.13230074008119,3.591500780377e-05,0.000269613026721888
"PQBP1",2326.26843376888,-0.399194935947758,0.0966049899921921,-4.13223929716283,3.59246124288595e-05,0.000269613026721888
"SMPD4",7278.02212993987,-0.304775325302088,0.0737625181903193,-4.13184545185562,3.59862354270899e-05,0.000269926539201873
"CDC42BPA",5019.40879346879,0.360194683035028,0.0871784667086166,4.13169325676414,3.60100755056537e-05,0.000269956459096684
"RAB31",4238.137039195,0.335201052895108,0.0811641607757106,4.1299146038287,3.62898005307605e-05,0.000271903579844524
"MPHOSPH10",1950.83318911987,0.41939534226595,0.101556110761921,4.12969085877209,3.63251341862718e-05,0.000272018447025942
"HIPK3",2991.50409316475,0.39444966405258,0.0955309345277221,4.1290254931832,3.64304013354655e-05,0.000272656592053382
"GCN1",26966.2318769762,-0.246398523282876,0.0596880944448305,-4.12810168551488,3.65770368097145e-05,0.000273603478314251
"RPS26",28948.5013285465,-0.339523475430925,0.0822787453079363,-4.12650283083712,3.68321472357186e-05,0.000275360291511015
"PRXL2B",2334.47153821313,-0.326448981098809,0.0791133925392821,-4.12634284311241,3.68577673644322e-05,0.000275400427686216
"BIRC3",647.0963278017,0.635212221373062,0.153952534110946,4.12602640834282,3.69084904595314e-05,0.000275627985589878
"CISD3",2533.12099598856,-0.4009331788545,0.0971758433280586,-4.12585232217619,3.69364239546549e-05,0.000275685197233454
"WARS1",6024.34591099833,-0.299042590339392,0.0724916451145793,-4.12520077129895,3.70411486598469e-05,0.000276315184106011
"TECR",7739.91019444869,-0.366860042743576,0.0889699345028517,-4.12341590216431,3.73294789895156e-05,0.000278313368847819
"ZMYND19",2843.43827862229,-0.323178275642586,0.0784005485266655,-4.12214304256643,3.75363987355027e-05,0.000279549554438171
"PAK4",7704.81794822907,-0.356489211771271,0.086480308686171,-4.12220096328445,3.75269593766232e-05,0.000279549554438171
"SLC25A3",60370.8010799811,-0.26680738770907,0.0647463976128283,-4.12080667876736,3.77548133644717e-05,0.000281022280757225
"CCDC43",1414.49608332017,0.435346187820855,0.105667567386456,4.11996034912652,3.78937604501769e-05,0.00028190221464002
"OSTC",4549.06123422139,0.313810729582412,0.0761902991088497,4.11877539861189,3.80891167975645e-05,0.000283200601055265
"PPIA",135475.451032784,-0.301977790384093,0.0733201277351941,-4.11862062590409,3.81147038107058e-05,0.000283235987498245
"NXT1",1250.1931894814,-0.424209905963718,0.103021879056405,-4.11766810942615,3.82725333238484e-05,0.000284253512108691
"EIF4B",53748.3580081882,0.24928126791793,0.0605573276208766,4.11645093519603,3.84751189418568e-05,0.000285602152014362
"SBNO1",4767.6894514331,0.329077588703556,0.079963724087721,4.11533595336999,3.86615886333815e-05,0.000286829756587755
"TIMP1",8819.03962177633,-0.364539853993869,0.0886140460494638,-4.11379313151309,3.89210254554006e-05,0.000288597069339145
"MOB4",938.698313343976,0.585203069896139,0.142277255558938,4.11311750143873,3.90351571055306e-05,0.000289285613884529
"NT5DC1",2588.5740245904,0.336202106934098,0.0817703091819651,4.11154256719197,3.93024393558935e-05,0.000291107773856643
"ST6GALNAC4",2867.70963640095,-0.358656563868127,0.0872406117971802,-4.11111931106058,3.93745657826889e-05,0.000291483244463139
"BCAS4",1551.94738717805,-0.409652032754726,0.099652459631275,-4.11080704149685,3.94278596717954e-05,0.000291718968268088
"RIPK2",1965.23583811542,0.373692279063452,0.0909181753562519,4.1102043414222,3.95309138994242e-05,0.000292322402456916
"BEND3",591.933532524826,-0.500602061118437,0.121838731723589,-4.10872679021426,3.97846394467313e-05,0.000294038756432662
"SNRPC",6378.69924637656,-0.266749466136458,0.0649429353079262,-4.1074439409255,4.00061834476425e-05,0.000295515528899778
"CREG1",4430.89515221553,0.358192844633667,0.0872104847573138,4.10722226381877,4.00445848201299e-05,0.000295638604217669
"RNF167",7254.10967316276,-0.29504189788028,0.0718470707603027,-4.10652647015497,4.01653452747643e-05,0.0002962843852843
"PAFAH1B3",2871.72780727403,-0.362132412563655,0.0881858751828792,-4.10646729776926,4.01756310364181e-05,0.0002962843852843
"SLC4A1AP",2052.70724906071,0.379214428118376,0.0923526862684068,4.10615482278724,4.0229989109288e-05,0.00029652445631285
"FBXL19",5141.22251747493,-0.362352393688131,0.0882506952698988,-4.10594378412478,4.02667408233486e-05,0.000296634565794538
"AGPS",4433.88001312308,0.401924675147113,0.0978924043507796,4.10577999194799,4.02952866695025e-05,0.000296684138288341
"TTK",2769.53376739093,0.379602602308811,0.0924760992089198,4.10487256227387,4.04537825525559e-05,0.00029768992907587
"ELK4",3729.93213413295,0.338663233634804,0.0825167384329725,4.10417619583809,4.0575814157412e-05,0.000298426444957624
"PSMA4",10730.0932899345,0.388260610327253,0.09460767192182,4.10390196101746,4.06239670083659e-05,0.000298619095863118
"IFT81",748.640609576368,0.522248234262213,0.127280020943582,4.10314384292649,4.07573671731143e-05,0.000299437836946073
"ACO2",8522.84290129802,-0.301943654244975,0.0736093006709767,-4.10197694438942,4.09635098670161e-05,0.0003007898329814
"SLC25A5",25508.0637762291,-0.288675321376119,0.0704013143339821,-4.10042517113601,4.12391769856665e-05,0.000302650603253146
"HEATR5B",1216.06242846517,0.440496050048083,0.107432362318239,4.10021748142551,4.12762056252068e-05,0.00030275896456159
"NAA50",12043.7973747849,0.303299695635089,0.0739851854478625,4.09946523481819,4.14105866083551e-05,0.000303580898807019
"CAND1",7952.09516045977,0.348824091955467,0.0850940006494823,4.09927949435985,4.14438310429096e-05,0.000303660915060629
"MGST3",4961.63116968355,-0.323842409669998,0.0790203343325781,-4.09821614151898,4.16346414087364e-05,0.000304352593552244
"OXSR1",4101.25072584439,0.298501969438831,0.0728329396200805,4.09844736455663,4.15930794557049e-05,0.000304352593552244
"CASP3",921.182953521614,0.572339599996958,0.139658722211111,4.0981300053125,4.16501343187534e-05,0.000304352593552244
"MORF4L1",17003.0414853164,0.265536921344333,0.0647935720917098,4.09819852142876,4.16378102056756e-05,0.000304352593552244
"TNPO2",5702.33643788248,-0.283550665082735,0.0691824330954667,-4.09859342026112,4.15668464776555e-05,0.000304352593552244
"EFL1",1183.84014507514,0.470305465328981,0.11478039172797,4.09743736058688,4.1774916028937e-05,0.000305100474262897
"CHUK",3909.93804859292,0.382102809558584,0.0932668358262152,4.0968775896993,4.18760192529732e-05,0.000305674710585713
"GNPDA2",1279.86378103455,0.406457373544485,0.099235303682195,4.0958948928718,4.20540711562807e-05,0.000306809717625677
"NUDT12",1150.14599883918,0.431911772842787,0.105460171323725,4.09549659763943,4.21264414372984e-05,0.000307172909976312
"ZNF512",1090.91625419588,0.438345569804082,0.107044275893333,4.09499308716781,4.22180984459157e-05,0.000307676270506971
"CSGALNACT2",947.10301629052,0.432965840495703,0.105748516802371,4.09429705103906,4.23451136366948e-05,0.000308436636499953
"RAB5A",2539.95436644459,0.345817784434922,0.0844755750785395,4.09370145291588,4.24540882959556e-05,0.000309064853713437
"CHMP1A",14370.4431596138,-0.309996725005833,0.0757386385615025,-4.09297989630623,4.25864655941635e-05,0.000309862678231691
"SEMA7A",2617.3257673743,-0.393421149742771,0.0961371640840464,-4.09228994313613,4.27134110701745e-05,0.000310620148204975
"ZNF451",2099.84110556924,0.458606330697841,0.112151635844165,4.08916309820997,4.32932372490068e-05,0.000314668483885219
"TPR",8471.94827248013,0.381773817944111,0.0933656795079224,4.0890166489038,4.33205762770252e-05,0.000314698994012428
"IFT88",589.544498874836,0.502193258507857,0.122823910618044,4.08872552568017,4.33749715482482e-05,0.00031492591462073
"ZC2HC1A",579.319306852876,0.544107017662872,0.133107302924338,4.08773227094952,4.3561045459525e-05,0.000315771139234585
"CCP110",1741.52641588678,0.422880819801612,0.103445554190829,4.08795547676716,4.35191647852828e-05,0.000315771139234585
"ZMYM3",3465.04505549438,-0.317020362513106,0.07755226849987,-4.08782835944558,4.35430114466242e-05,0.000315771139234585
"WDR4",1281.40126558113,-0.410661768264286,0.100619083975228,-4.08135069452022,4.47747364630979e-05,0.000324396186021134
"MDM4",3420.73703125672,0.346745580688005,0.0849823369205816,4.08020764376071,4.49954888245118e-05,0.000325677059082316
"FRMD6",1012.7521364746,0.467426497482004,0.114560058762137,4.08018730552967,4.49994259883574e-05,0.000325677059082316
"HLA-A",13135.98474526,-0.277195451929409,0.0679430120202776,-4.07982283515309,4.50700371763928e-05,0.000326014593383918
"DYNC2I1",1105.76160428889,0.466258962140347,0.114308830274486,4.07894089214923,4.52413367079961e-05,0.000327079711798
"EIF3A",36966.6092498785,0.308387205289115,0.0756179400918055,4.07822806221263,4.53802404878942e-05,0.000327909612324587
"GNL3",9395.61190361563,0.348832450039979,0.0855386261885937,4.07806935396509,4.54112217661768e-05,0.000327959216568369
"SENP7",495.636133366949,0.632713913151349,0.155165559259617,4.07766978813073,4.54893094584094e-05,0.000328348789450589
"WDR82",12769.7950782083,-0.240132719365005,0.0589077360292289,-4.07642078191319,4.57342264398522e-05,0.00032979443859692
"WDR36",3538.2403892948,0.421352874582505,0.103363938471777,4.07640112027613,4.5738091859239e-05,0.00032979443859692
"SLC66A2",3726.63624680947,-0.305284161388895,0.0748987605007526,-4.07595745707738,4.58253971417522e-05,0.00033024884776401
"ANAPC11",7344.87707077082,-0.331379826859519,0.081316025355024,-4.07520935034296,4.59729696905235e-05,0.000331136872257113
"RPLP0",250802.023965061,-0.26712572952819,0.0655582533177948,-4.07463158350624,4.60872490677835e-05,0.00033178427743398
"TLNRD1",3679.35257134289,-0.349162366590161,0.0856960323223021,-4.07442861854986,4.61274584162104e-05,0.000331898046032828
"CASP4",807.02007483359,0.527763763575862,0.129562191793748,4.07343960664092,4.63238678362016e-05,0.000333134996670812
"URB2",1711.51366788518,-0.483038000456807,0.118587645937235,-4.07325735020041,4.63601488563541e-05,0.000333219695717526
"LINC01515",368.04488827329,0.672017471691417,0.165017939466642,4.07239039502892,4.65330992023545e-05,0.000334166062472871
"BORCS6",616.459405298352,-0.554706941161128,0.136212947477577,-4.07235106084496,4.65409605355995e-05,0.000334166062472871
"TBCEL",845.297571920042,0.503187211737372,0.123570684078156,4.07205977284318,4.65992165872204e-05,0.000334231406313086
"CIAO2B",5952.84696604612,-0.318694724735776,0.0782617794431815,-4.07216302776697,4.65785582449119e-05,0.000334231406313086
"STRN4",7279.64786273361,-0.291588356714051,0.0716322147585641,-4.0706315963683,4.68858462833903e-05,0.000336109975544452
"TNIK",6873.16561860891,0.298298629650434,0.0733228351713505,4.06829098947593,4.73592153734493e-05,0.000339226481170977
"RRAS",4749.87114052811,-0.360543484615346,0.0886240427669323,-4.0682355866288,4.73704748690113e-05,0.000339226481170977
"LSM10",1974.27821873629,-0.430384443725229,0.105809760916529,-4.06753063230859,4.75139642107455e-05,0.000340074947001014
"CALU",13913.9695489256,0.273113213227028,0.0671598518714476,4.0666142883966,4.77010967281631e-05,0.000341234726147444
"PTTG1",5570.65917964804,-0.353592308324678,0.0869588720729462,-4.06620164102479,4.77855941122045e-05,0.000341659460742307
"SF3B2",32188.8372277965,-0.246583796553612,0.0606599670855195,-4.06501698568306,4.80289639981474e-05,0.000343219065376146
"ARHGAP1",3153.62883873401,-0.298871207820459,0.0735330326750156,-4.06444827512202,4.81462141944816e-05,0.000343695730619819
"TIAM1",6453.45202273677,0.27383968838522,0.0673737419056911,4.06448685555476,4.81382515524653e-05,0.000343695730619819
"COX6A1",3769.11841761248,-0.350243808517976,0.0861820756389457,-4.06399829571639,4.82391780174235e-05,0.000344178689327882
"CNTN1",407.10489520159,0.581164638632619,0.143011783189893,4.0637535290427,4.82898172009159e-05,0.00034435932045897
"SEPTIN10",6309.33921944407,0.329350965253814,0.0810576676850389,4.06316853987896,4.84110484270421e-05,0.000345042897043682
"ARL15",925.587893634304,0.573314064913059,0.141110030372067,4.06288669488194,4.84695599981707e-05,0.000345135602649794
"COPS2",3940.73858076212,0.429890390552868,0.10580976020539,4.06286140067226,4.8474814402611e-05,0.000345135602649794
"ZNF598",3009.03859404507,-0.367800713826878,0.0905441849045789,-4.06211303591158,4.86305179085434e-05,0.000346063010485757
"SEPTIN11",9085.35845676783,0.327902897121892,0.0807651860631142,4.05995346640632,4.9082496846345e-05,0.000349096691743434
"GDA",5669.29077488891,0.358514040150278,0.088346188051046,4.05805896167393,4.94822763867871e-05,0.000351756129944547
"DOCK7",3398.75476648384,0.410378757731858,0.101137168614285,4.05764530839255,4.95699753607644e-05,0.000352195451897092
"ANKMY2",987.003423766055,0.422546657389408,0.104142670344488,4.0573825886324,4.96257512767426e-05,0.000352407619640951
"TSPO",6812.26055003651,-0.388646035729779,0.0958024546014077,-4.0567440296469,4.97615667152638e-05,0.000353187654363712
"TRIM21",1256.48682943718,-0.403302994168164,0.0994517273897831,-4.05526384260266,5.00777446412211e-05,0.000355097830857411
"RPS2P46",15654.4786869914,-0.280696887922228,0.0692183224108266,-4.05523968431693,5.00829207724476e-05,0.000355097830857411
"TRMT10A",485.684358477,0.605595073200771,0.149363560608353,4.05450345943951,5.0240907046301e-05,0.000356032357958649
"PRIM1",1420.64075205173,0.4373935936688,0.107893414204023,4.05394153939463,5.03618070348505e-05,0.000356703236389027
"MOSPD3",1428.36704650399,-0.449665909785237,0.110930647680523,-4.05357688959196,5.04404107980054e-05,0.000356888213549467
"TAOK3",1051.46004656245,0.475151350379255,0.117216802418547,4.05361126199833,5.04329965351098e-05,0.000356888213549467
"RARG",3687.58604815254,-0.30609930432829,0.0755555771113536,-4.05131316616325,5.09309857814135e-05,0.000360171854207719
"PRDX6",10750.619198757,-0.294148914741819,0.072612190778262,-4.0509577192082,5.10084248058986e-05,0.000360532000486183
"GPR160",972.065567279651,0.424564334284712,0.104809139502822,4.05083312675493,5.10355953951078e-05,0.000360536655469127
"TMEM170A",2199.00647140396,0.394399281629666,0.0973685379023503,4.05058235572156,5.10903240632295e-05,0.000360735886259532
"CASKIN2",2509.14474746451,-0.35836866981802,0.0884895845066698,-4.04984012317301,5.12526362142977e-05,0.000361694135899447
"PRMT7",1433.58309754239,-0.453107515140177,0.111894487568929,-4.04941767002647,5.13452368017537e-05,0.000361930099296332
"SPC24",3273.06975213354,-0.349853693255878,0.0863980611743056,-4.04932342810399,5.13659159969057e-05,0.000361930099296332
"CLASRP",2315.49394845329,-0.415670019201812,0.102650840099879,-4.04935818155376,5.1358289243193e-05,0.000361930099296332
"PSMB5",16217.9096446196,-0.288979998146025,0.0713677402729787,-4.04916839233929,5.13999521590317e-05,0.000361982366344211
"FBXL6",1515.3967986697,-0.364611009227453,0.0900581460686814,-4.04861775579289,5.15210103714531e-05,0.000362597750758108
"HAS3",7326.79546130538,-0.406450197293188,0.100394550365609,-4.04852848897686,5.15406612409311e-05,0.000362597750758108
"LAS1L",5398.30099746551,-0.324638621207133,0.0801960314908008,-4.04806341625984,5.16431556015881e-05,0.000363130958131332
"MTIF2",2671.1151560898,0.456711699980277,0.112832906785895,4.04768177112469,5.17274081623527e-05,0.000363535412713092
"PPP1R12A",3511.8068050629,0.399286378616295,0.0986582840329175,4.04716524851652,5.18416439497489e-05,0.000364150059954874
"CRK",5639.29454715272,0.314516539862335,0.0777173713732102,4.04692714518072,5.18943841124771e-05,0.000364332333270819
"NELFA",4334.85549092885,-0.31459598015351,0.0777664519058081,-4.04539454281074,5.22350762026178e-05,0.000366534985180289
"ESCO1",1481.17450767978,0.455090663126637,0.112514632790919,4.04472424464392,5.23847463870869e-05,0.000367395650396077
"NDUFAF3",2297.12430676384,-0.37767436681684,0.0933814000289649,-4.04442819126393,5.24509811448479e-05,0.000367670563190096
"PIGA",849.172160217936,0.567990907229595,0.140458334224029,4.0438391240185,5.25830067621017e-05,0.000368406135475436
"GMFB",4571.24055956166,0.376680851231726,0.0931535266760054,4.04365636678307,5.26240314784671e-05,0.000368503709616722
"NEK7",2273.44319147895,0.407204145877416,0.100797878333642,4.03980870043283,5.34948159965652e-05,0.000374408647831853
"RPS20P14",425.991488992541,-0.649718159635987,0.160863294299026,-4.03894600360626,5.36919222681387e-05,0.000375594882162766
"TRIM23",1046.42068249143,0.536966493725036,0.133049419288662,4.03584244558063,5.44067191972454e-05,0.00038039947268038
"TSSC4",2650.81303451333,-0.334215016993432,0.0828403999351899,-4.03444475467169,5.47315648115748e-05,0.000382474074960229
"FBXO3",2425.77330859791,0.425034416578322,0.105361954611232,4.03404073269736,5.48258077633342e-05,0.00038293588072603
"GINM1",1775.16920190407,0.338927418468801,0.0840515637657094,4.03237492896086,5.52160025231944e-05,0.000385265478867583
"DDX51",2404.6229896519,-0.357271414886786,0.0886001713749606,-4.03240094621031,5.52098881182989e-05,0.000385265478867583
"MAGT1",6250.05800527309,0.316564821371168,0.0785304031810202,4.03111162744773,5.55136684574416e-05,0.00038714378325782
"LRRC47",5214.74768852901,-0.269168103090338,0.066779036743279,-4.03072754890297,5.56044680439936e-05,0.000387379693099523
"TAF2",4101.70189079233,0.33157346810425,0.0822594200512028,4.03082671744903,5.55810102531494e-05,0.000387379693099523
"DNAJC21",2638.05582232288,0.316532696328467,0.0785426831866523,4.03007235666045,5.57596861094194e-05,0.000388262146135174
"CCND3",3272.78489693721,-0.310817752729839,0.0771643949467659,-4.02799442598191,5.6254677041865e-05,0.000391508369033941
"TMEM181",4223.99993655972,0.341396099641062,0.0847608443421104,4.02775718305878,5.63114554901432e-05,0.000391703060465707
"USP5",13841.3551087338,-0.278428977957275,0.0691452731996319,-4.02672467796045,5.65591938302163e-05,0.000393225192687685
"PLEKHA5",1260.34058758912,0.480764848691789,0.119399164796372,4.02653443608007,5.66049527834514e-05,0.00039334223449267
"MRFAP1L1",2928.54368709504,0.304738234462976,0.0757095350143144,4.02509716121435,5.69517960367198e-05,0.000395550293311212
"MGAT4A",828.837933193383,0.502519707068064,0.124880068559336,4.02401850723917,5.72134181131645e-05,0.000397164508892764
"TRMT5",1203.63399104902,0.444773513438215,0.110547791299678,4.02335956430377,5.737380106603e-05,0.000398074653416807
"RYK",3125.08240552789,0.323074382221609,0.0803105305724677,4.02281469090886,5.75067416858207e-05,0.000398611604743328
"ZNF121",3283.2305216546,0.35013981297826,0.0870387862417949,4.02280211037832,5.75098145824259e-05,0.000398611604743328
"TMEM177",1325.96202423994,-0.435331209803713,0.10822888402531,-4.0223200463003,5.76276798658069e-05,0.000399094758545468
"ABCA5",514.633512047993,0.523861964265057,0.130240151185356,4.02227699750982,5.76382164705713e-05,0.000399094758545468
"MRPL57",3718.4553619831,-0.298248454373341,0.0742139064878235,-4.01876775510093,5.85033008698326e-05,0.00040487856922588
"MED21",1525.23127903266,0.417283788694977,0.103918157414378,4.01550411475294,5.93188638166256e-05,0.000410313951700046
"FAM83B",631.693340267052,0.613848577972809,0.152877319352105,4.01530181569316,5.93697698047799e-05,0.000410457295157703
"ITGA5",7810.35722438899,-0.305531255580144,0.0761095714179796,-4.01436047908119,5.96071898004632e-05,0.000411889316105945
"BLTP1",2321.63830382322,0.431167519611515,0.10743871806283,4.01314840111334,5.9914219349244e-05,0.000413373894501347
"SRPK1",3394.56713548021,0.347588230632021,0.0866190817730971,4.01283670430201,5.99934165005832e-05,0.000413373894501347
"LUC7L",1646.93069517874,-0.342886331595654,0.0854482885087729,-4.01279344009857,6.0004417070789e-05,0.000413373894501347
"TOP3A",3138.0675268985,-0.301270027759667,0.0750689189801582,-4.01324585264505,5.98894788020039e-05,0.000413373894501347
"CIRBP",11303.3046678155,-0.273365228463777,0.0681158725908562,-4.01323829624512,5.98913968400822e-05,0.000413373894501347
"HMG20B",7870.22234714792,-0.315160586460233,0.0785385953033168,-4.01281160228395,5.99997988311806e-05,0.000413373894501347
"MSH2",3968.96393914307,0.40149300550597,0.100104999539569,4.01071881876659,6.05341679928163e-05,0.000416812228118637
"BCS1L",1875.440887641,-0.381114709749845,0.0950385200641227,-4.01010779095368,6.06910351322652e-05,0.000417680863746799
"PYCR2",2157.29914357691,-0.374863837848639,0.0934855024359003,-4.00986065305335,6.07545912790217e-05,0.000417906771271328
"MED13",8034.95123427298,0.32776934170474,0.0817440797551321,4.00970128584953,6.07956089604579e-05,0.000417977495577991
"MLXIP",5231.34042892365,-0.258819672095481,0.0645753023110248,-4.00802881028546,6.12276525036155e-05,0.000420735142191343
"PLEKHA2",2630.62579418201,0.324084533551109,0.0808707670506189,4.00743736421167,6.138113283235e-05,0.000421576780498549
"TSTD2",632.379044812141,0.558214171486592,0.139311511519085,4.00694935687434,6.15080449934926e-05,0.000422235186202173
"TOR1AIP2",9406.78625731694,0.270553172771387,0.0675280497187782,4.00653023296409,6.16172414648436e-05,0.000422558177851946
"SLC38A5",2721.66501732879,-0.424968372696378,0.106067123265083,-4.00659845967821,6.15994535161318e-05,0.000422558177851946
"ZNF14",305.390807954723,0.682680007371874,0.170420899138752,4.00584676422845,6.17957028038684e-05,0.000423568428644056
"CLIC1",39041.3344041773,-0.269633368656867,0.0673177684818905,-4.00538185886839,6.19173743188783e-05,0.000424002796900365
"XIAP",3391.76453168496,0.353668454472283,0.0882986528257701,4.00536636918049,6.19214320644257e-05,0.000424002796900365
"PLEC",56356.4510574974,-0.297104986151476,0.0742063464940428,-4.00376787415787,6.23415369744911e-05,0.000426664600561703
"MAML3",696.962162291426,0.468040233815008,0.116905479799189,4.00357822934366,6.23915567241178e-05,0.000426792142802454
"HMGN5",1040.74550998806,0.431042421503566,0.107676895350803,4.00310967454314,6.25153032998263e-05,0.000427423634778451
"MAP2K7",5142.87323312081,-0.276425118303927,0.0690622407269518,-4.00255067594486,6.26632402812078e-05,0.000428219801298565
"SDF4",13942.0553725546,-0.272997860046902,0.0682274172216977,-4.00129260587169,6.29973971816021e-05,0.000430076604504771
"LPIN2",1613.87547337084,0.376975337032738,0.0942134605354653,4.00128957040944,6.29982054690421e-05,0.000430076604504771
"SLC1A5",10125.9601675724,-0.303634586824069,0.0758870187415714,-4.00114000864994,6.30380431594315e-05,0.000430132638697997
"UNC45A",11366.7296015897,-0.276922273793422,0.0692170094889581,-4.0007835622774,6.31330833824597e-05,0.000430565095746274
"MTREX",4782.66503410172,0.419892488329735,0.104957102872225,4.00061050504521,6.31792749808816e-05,0.000430664140583964
"KLHL2",2273.7369001983,0.338599199263375,0.0846416505318125,4.00038511933452,6.32394818101988e-05,0.000430791057329019
"RPS6KA5",1123.5191613397,0.48118904868778,0.12028812993216,4.00030367883483,6.3261250201195e-05,0.000430791057329019
"ARL5A",2039.02396791236,0.380940692545451,0.0952374304967499,3.99990519020199,6.33678653121001e-05,0.000431301101290916
"RBM18",2145.8278618287,0.362629588108121,0.090673851642321,3.99927411861335,6.35370557246488e-05,0.000432236328564032
"SCAF11",4665.5140367298,0.351600576917743,0.0879215865228035,3.99902448105337,6.36041015609885e-05,0.000432476088563941
"THOP1",12164.1749131391,-0.275304482096519,0.0688501404042079,-3.99860451235469,6.37170448164518e-05,0.000433027532463232
"MAGI3",1481.11065897477,0.432522885387364,0.108189551222605,3.99782493318075,6.39272024898373e-05,0.00043402198035911
"KIF20A",5511.60130202325,-0.311725829685678,0.0779730594742592,-3.99786582426699,6.39161628525014e-05,0.00043402198035911
"RUFY2",737.106306765909,0.599952705912993,0.150082770860468,3.99747887431242,6.40207025920611e-05,0.000434320676511114
"MBTD1",2256.23745213894,0.366779149232205,0.0917538370977517,3.99742572990654,6.40350729027711e-05,0.000434320676511114
"CDKL5",469.473421495002,0.571117289129335,0.142993858947978,3.99399871666595,6.4968215055008e-05,0.000440430088002519
"CNDP2",5183.14840652569,-0.301855124638421,0.0756169149913155,-3.99189949329576,6.55461539379944e-05,0.000444126630494662
"TOP1",21403.6428040883,0.340117369261342,0.0852162016297149,3.99122893014211,6.57317902903486e-05,0.000445162657449428
"CTDSP1",3924.45896552734,-0.332615945994479,0.0833447364540973,-3.99084525484905,6.58382292939527e-05,0.000445564491237032
"TIMM10",1696.94877606548,-0.350807960286584,0.0879072326382844,-3.99066094743385,6.58894177423099e-05,0.000445564491237032
"CHCHD10",6048.36336629128,-0.378964171377021,0.0949618389826936,-3.99069958455719,6.58786837775228e-05,0.000445564491237032
"TMEM160",3640.8376945056,-0.368462854058558,0.0923584198758371,-3.98948850092828,6.6215929024706e-05,0.000447549909943825
"ITSN2",2112.49504625435,0.415887735229058,0.104256615950287,3.98907763731145,6.63307111369844e-05,0.000448103000870268
"IRF7",1230.08428793952,-0.447818008920447,0.11226891628842,-3.98879782334408,6.64089899396515e-05,0.000448409063649116
"TMTC2",1297.4559843724,0.395726358260676,0.099218233213127,3.98844391242717,6.65081228050005e-05,0.000448634539263027
"CIAPIN1",4101.47050709139,-0.309699016523536,0.0776491007312116,-3.98844305480863,6.65083631998133e-05,0.000448634539263027
"SLC25A40",1511.48134486771,0.365694740809691,0.091718212017126,3.98715514364156,6.68703005253742e-05,0.000450852363333943
"WDR6",6377.72815458812,-0.377963833872163,0.0948190262843707,-3.98616025373026,6.71511662836e-05,0.000452297528623416
"EIF1AX",6621.39335773768,0.326234777458157,0.0818394581563398,3.98627733867621,6.71180543584358e-05,0.000452297528623416
"PRPF31",3759.09348682123,-0.293573549221611,0.0736509485440217,-3.98601178973465,6.71931745126442e-05,0.000452356425840321
